"age" "gender" "weight" "height" "bpm_ave" "duration" "calories" "type" "fat" "water" "freq" "level" "bmi"
"530" 42 "Male" 88.4 1.93 158 1.68 1314 "Yoga" 12.4 3.5 "4" "3" 23.73
"531" 38 "Male" 88.4 1.79 138 1.74 1321 "Yoga" 12.5 3.5 "5" "3" 27.59
"532" 53 "Female" 53.3 1.74 156 1.37 962 "Strength" 32.2 1.8 "3" "2" 17.6
"533" 40 "Female" 58.1 1.56 136 0.61 415 "Yoga" 34.4 2.2 "2" "1" 23.87
"534" 33 "Female" 74.2 1.76 145 1.15 834 "Strength" 25.9 1.5 "4" "2" 23.95
"535" 56 "Male" 84.6 1.63 141 1.01 705 "HIIT" 20.2 2.9 "4" "2" 31.84
"536" 59 "Male" 78 1.92 127 0.72 453 "Cardio" 28.1 2.7 "3" "1" 21.16
"537" 56 "Male" 89 1.68 152 1.77 1332 "Yoga" 10.5 3.5 "5" "3" 31.53
"538" 31 "Female" 42.7 1.76 121 1.46 883 "Strength" 34.9 2.2 "3" "1" 13.78
"539" 48 "Male" 83.9 1.82 149 1.9 1401 "HIIT" 13.1 3.5 "5" "3" 25.33
"540" 22 "Female" 78.7 1.52 166 1.45 1204 "Strength" 31.5 2.3 "3" "2" 34.06
"541" 52 "Female" 65.9 1.52 139 1.27 794 "Cardio" 27 2.3 "4" "2" 28.52
"542" 40 "Male" 76.9 1.92 137 1.13 851 "Yoga" 22.4 3.7 "4" "2" 20.86
"543" 46 "Male" 84.3 2 162 1.83 1467 "HIIT" 13.3 3.5 "5" "3" 21.07
"544" 28 "Female" 62.4 1.6 129 1.1 710 "Strength" 34.1 1.7 "3" "2" 24.37
"545" 35 "Male" 63.7 1.74 143 1.03 810 "HIIT" 29.8 2.7 "4" "2" 21.04
"546" 29 "Female" 54.9 1.52 123 1.48 910 "Strength" 27 2 "3" "1" 23.76
"547" 26 "Male" 76.4 1.79 156 1.17 1004 "Strength" 21.3 2.7 "3" "2" 23.84
"548" 27 "Male" 106.4 1.86 123 1.34 907 "Cardio" 20.6 3.1 "2" "1" 30.76
"549" 34 "Female" 68.4 1.5 132 1.37 904 "Cardio" 33.7 2.1 "4" "2" 30.4
"550" 55 "Male" 63.5 1.86 144 1.36 969 "Strength" 22.9 2.9 "4" "2" 18.35
"551" 24 "Female" 59.4 1.5 132 1.25 825 "Yoga" 25 2 "3" "2" 26.4
"552" 30 "Male" 113.4 1.91 137 1.27 957 "HIIT" 22.2 3.7 "3" "1" 31.08
"553" 57 "Female" 61.9 1.52 143 0.92 592 "HIIT" 28.4 2.6 "3" "1" 26.79
"554" 59 "Female" 70.7 1.68 121 1.17 637 "Cardio" 34.9 1.9 "3" "2" 25.05
"555" 26 "Male" 111.5 1.9 167 1.02 937 "Yoga" 25.2 2.2 "2" "1" 30.89
"556" 44 "Female" 72.1 1.66 152 1.4 958 "Strength" 27 2.5 "2" "1" 26.16
"557" 19 "Male" 56.9 1.87 138 0.61 463 "Cardio" 23.3 3.7 "3" "1" 16.27
"558" 22 "Male" 86.2 1.9 128 1.91 1345 "Strength" 11.7 3.5 "5" "3" 23.88
"559" 46 "Male" 59.4 1.68 147 1.16 844 "Strength" 20.2 2.5 "4" "2" 21.05
"560" 54 "Female" 75.6 1.72 154 0.97 672 "Cardio" 26.4 1.9 "3" "1" 25.55
"561" 55 "Female" 76.3 1.73 158 1.08 768 "Yoga" 32 2.6 "3" "1" 25.49
"562" 36 "Male" 95.8 1.86 129 1.37 972 "HIIT" 21.2 3.2 "3" "1" 27.69
"563" 25 "Male" 120.6 1.83 120 1.04 686 "Cardio" 22.3 2.5 "3" "2" 36.01
"564" 18 "Female" 65.3 1.55 161 1.42 1143 "Yoga" 28.5 2.2 "3" "2" 27.18
"565" 39 "Male" 85.3 1.89 140 0.77 593 "Strength" 27.6 3.6 "2" "1" 23.88
"566" 34 "Male" 68 1.68 128 0.67 472 "Cardio" 25.8 3.4 "2" "1" 24.09
"567" 24 "Female" 52.6 1.57 166 1.29 1071 "HIIT" 31.9 2.4 "2" "1" 21.34
"568" 42 "Male" 63.3 1.77 134 1.32 876 "HIIT" 25.7 3.3 "3" "2" 20.2
"569" 21 "Female" 76.3 1.65 154 1.14 878 "Strength" 31.8 1.7 "3" "2" 28.03
"570" 53 "Male" 61 1.63 124 0.54 331 "Cardio" 20 3.4 "3" "1" 22.96
"571" 23 "Female" 67.8 1.61 160 1.34 1072 "HIIT" 34.3 1.8 "2" "1" 26.16
"572" 48 "Male" 114.9 1.86 141 1.36 949 "Cardio" 21.1 3.6 "3" "1" 33.21
"573" 36 "Male" 88 1.71 160 1.87 1646 "HIIT" 12 3.5 "5" "3" 30.09
"574" 56 "Female" 67.7 1.58 142 1.45 927 "Strength" 32.7 1.9 "2" "1" 27.12
"575" 44 "Male" 124.8 1.85 126 1.35 842 "Strength" 24.4 3.5 "4" "2" 36.46
"576" 27 "Female" 53 1.58 142 1.26 895 "Cardio" 34.5 1.8 "4" "2" 21.23
"577" 43 "Male" 61.2 1.88 163 1.03 831 "Yoga" 24.7 2.9 "3" "1" 17.32
"578" 36 "Female" 48.7 1.68 144 1.23 886 "Yoga" 33.7 1.6 "3" "1" 17.25
"579" 56 "Female" 50.6 1.7 146 1.29 848 "Strength" 33.1 2.3 "2" "1" 17.51
"580" 20 "Female" 72.6 1.73 160 1.27 1016 "HIIT" 34.8 2.5 "3" "2" 24.26
"581" 30 "Female" 70.4 1.56 125 1.03 644 "Yoga" 34.3 2.4 "4" "2" 28.93
"582" 45 "Male" 52.5 1.88 153 1.08 818 "Strength" 29 2.9 "4" "2" 14.85
"583" 37 "Male" 76.3 1.77 128 1.36 957 "HIIT" 27.3 2.1 "4" "2" 24.35
"584" 45 "Female" 41.2 1.58 168 1.47 1111 "HIIT" 28.7 2.6 "2" "1" 16.5
"585" 25 "Female" 55.3 1.76 152 1.56 1186 "Yoga" 15.5 2.7 "4" "3" 17.85
"586" 58 "Female" 49.7 1.67 125 1.38 776 "Strength" 31.9 2.3 "4" "2" 17.82
"587" 56 "Male" 48.3 1.87 156 0.68 525 "HIIT" 29.8 3.3 "3" "1" 13.81
"588" 18 "Male" 83.2 1.96 150 1.83 1510 "HIIT" 13.6 3.5 "4" "3" 21.66
"589" 20 "Male" 120.5 1.73 153 1.01 850 "Cardio" 29.3 3.4 "3" "2" 40.26
"590" 30 "Male" 121.6 2 160 1.24 1091 "Cardio" 28 3.3 "4" "2" 30.4
"591" 45 "Female" 73 1.75 148 1.14 759 "Yoga" 26.6 2 "4" "2" 23.84
"592" 42 "Female" 57.5 1.67 133 1.76 1053 "Cardio" 16.2 2.7 "5" "3" 20.62
"593" 50 "Female" 42.7 1.53 155 1.41 983 "Strength" 28.4 2.4 "4" "2" 18.24
"594" 55 "Male" 129.9 1.73 155 0.69 529 "Yoga" 21.7 3.1 "3" "1" 43.4
"595" 23 "Male" 108.6 1.92 134 0.89 656 "Yoga" 25.8 3.5 "2" "1" 29.46
"596" 49 "Male" 88.6 2 127 1.83 1150 "Cardio" 14.9 3.5 "4" "3" 22.15
"597" 38 "Female" 49.7 1.51 145 1.25 906 "HIIT" 32.6 2.5 "3" "1" 21.8
"598" 33 "Female" 56.4 1.54 155 1.06 822 "Strength" 29.2 1.5 "3" "1" 23.78
"599" 38 "Male" 46.9 1.74 167 1.03 946 "Strength" 20 2.6 "4" "2" 15.49
"600" 28 "Female" 71.3 1.67 140 1.46 1022 "Strength" 28.1 1.5 "4" "2" 25.57
"601" 54 "Male" 71.6 1.86 147 1.14 830 "Yoga" 25.3 2.2 "3" "2" 20.7
"602" 53 "Male" 82.3 1.61 123 1.87 1139 "Strength" 11.6 3.5 "5" "3" 31.75
"603" 52 "Female" 70.6 1.69 135 1.36 826 "HIIT" 26.1 2.2 "3" "1" 24.72
"604" 36 "Male" 109.8 1.62 141 0.84 651 "HIIT" 24.4 3.5 "3" "1" 41.84
"605" 37 "Female" 73.5 1.69 131 0.54 354 "Cardio" 27.5 1.6 "2" "1" 25.73
"606" 35 "Male" 85.6 1.85 135 1.78 1322 "Strength" 14.5 3.5 "5" "3" 25.01
"607" 58 "Female" 74.6 1.68 159 1.03 737 "Yoga" 26 2 "4" "2" 26.43
"608" 31 "Female" 63.2 1.8 157 0.59 463 "Cardio" 25.5 2.6 "2" "1" 19.51
"609" 32 "Female" 62.6 1.63 161 1.67 1344 "HIIT" 15 2.7 "5" "3" 23.56
"610" 48 "Male" 87.1 1.76 156 1.81 1398 "Strength" 11.6 3.5 "5" "3" 28.12
"611" 18 "Male" 82.3 1.84 148 1.73 1408 "HIIT" 13.3 3.5 "5" "3" 24.31
"612" 20 "Female" 64.3 1.78 137 1.71 1171 "Cardio" 18.7 2.7 "4" "3" 20.29
"613" 33 "Female" 53.7 1.66 129 1.25 806 "HIIT" 29.5 2.5 "3" "1" 19.49
"614" 40 "Male" 63 2 161 1.42 1257 "Strength" 26.8 2.9 "4" "2" 15.75
"615" 28 "Male" 128.4 1.86 158 1.06 921 "Strength" 23.6 3.3 "4" "2" 37.11
"616" 29 "Male" 88 1.89 137 1.75 1319 "Cardio" 13.3 3.5 "5" "3" 24.64
"617" 27 "Female" 63.7 1.52 120 1.19 714 "Strength" 25.4 2.1 "4" "2" 27.57
"618" 49 "Male" 83.7 1.87 158 1.29 1009 "HIIT" 23.9 2.3 "4" "2" 23.94
"619" 33 "Male" 102.6 1.75 140 1.4 1078 "HIIT" 27.9 2.2 "3" "2" 33.5
"620" 25 "Female" 77.7 1.55 120 0.55 330 "Yoga" 33 1.7 "2" "1" 32.34
"621" 55 "Male" 87.5 1.88 134 1.19 789 "Yoga" 27.2 2.6 "4" "2" 24.76
"622" 29 "Male" 87 1.86 123 1.52 1028 "Yoga" 11 3.5 "4" "3" 25.15
"623" 41 "Male" 82.8 1.66 139 1.97 1355 "HIIT" 11.2 3.5 "5" "3" 30.05
"624" 45 "Female" 65.4 1.68 129 0.76 441 "HIIT" 35 2.6 "3" "1" 23.17
"625" 25 "Female" 47.2 1.71 142 0.89 632 "Cardio" 26 2.5 "2" "1" 16.14
"626" 45 "Female" 58.2 1.7 160 0.95 684 "Yoga" 26.8 2 "3" "1" 20.14
"627" 53 "Female" 73.5 1.55 153 1.17 806 "HIIT" 26.3 2.1 "4" "2" 30.59
"628" 43 "Female" 55.2 1.73 165 1.67 1240 "Cardio" 16.6 2.7 "5" "3" 18.44
"629" 25 "Female" 64.4 1.71 167 1.12 935 "HIIT" 27.1 1.8 "3" "1" 22.02
"630" 45 "Female" 73.5 1.74 152 1.18 807 "Cardio" 30 2.3 "4" "2" 24.28
"631" 45 "Male" 89.6 1.81 153 1.7 1287 "Yoga" 12.4 3.5 "5" "3" 27.35
"632" 54 "Male" 86.5 1.76 158 1.48 1158 "Yoga" 29 3.4 "3" "2" 27.92
"633" 58 "Female" 46.1 1.67 129 1.28 743 "Yoga" 25.3 1.8 "4" "2" 16.53
"634" 53 "Male" 68.5 1.97 139 1.3 894 "HIIT" 23.2 2.1 "3" "2" 17.65
"635" 44 "Male" 94.6 1.84 120 1.26 748 "HIIT" 26 3.1 "4" "2" 27.94
"636" 34 "Female" 54.2 1.52 132 1.13 746 "Cardio" 31 2.2 "3" "1" 23.46
"637" 26 "Male" 47.7 1.77 120 1.15 759 "Strength" 24.8 2.7 "3" "2" 15.23
"638" 50 "Male" 52.2 1.84 124 1.38 847 "Strength" 28.2 3.1 "4" "2" 15.42
"639" 37 "Male" 88.8 1.95 135 1.58 1173 "Yoga" 10.3 3.5 "5" "3" 23.35
"640" 30 "Male" 101 1.68 134 1.46 1076 "Strength" 28.2 2.9 "4" "2" 35.79
"641" 45 "Male" 118.4 1.95 168 1.06 881 "Yoga" 24.9 2.4 "3" "2" 31.14
"642" 46 "Female" 47.9 1.72 147 1.41 933 "Cardio" 26.3 2 "3" "1" 16.19
"643" 30 "Female" 51.5 1.74 150 1.08 810 "Strength" 33.9 2 "3" "2" 17.01
"644" 52 "Female" 79.9 1.51 142 0.75 479 "Strength" 31.5 2.6 "3" "1" 35.04
"645" 23 "Male" 121.3 1.85 167 0.72 661 "Yoga" 21.6 3.6 "2" "1" 35.44
"646" 35 "Female" 78.9 1.64 164 1.28 1050 "Cardio" 25.3 2.6 "4" "2" 29.34
"647" 22 "Male" 88.5 1.62 162 1.88 1675 "Strength" 10.7 3.5 "5" "3" 33.72
"648" 42 "Male" 73.5 1.63 136 0.52 350 "Strength" 26.1 3.2 "3" "1" 27.66
"649" 19 "Male" 127.9 1.93 168 1.27 1173 "Strength" 21.8 3 "4" "2" 34.34
"650" 27 "Male" 88.5 1.98 153 1.8 1515 "Cardio" 11.1 3.5 "4" "3" 22.57
"651" 47 "Female" 43.4 1.62 132 0.51 303 "Cardio" 25.3 2.3 "3" "1" 16.54
"652" 22 "Female" 42.8 1.56 133 1.47 978 "Strength" 32.2 2.6 "3" "2" 17.59
"653" 50 "Male" 64.5 1.79 130 1.17 753 "Yoga" 28.1 2.4 "4" "2" 20.13
"654" 18 "Female" 50.7 1.53 147 1.29 948 "Yoga" 33 2.1 "3" "2" 21.66
"655" 35 "Male" 59.2 1.66 161 1.3 1151 "Strength" 21.3 3.2 "3" "1" 21.48
"656" 49 "Female" 78.9 1.73 151 1.38 938 "Cardio" 34 2.3 "2" "1" 26.36
"657" 28 "Female" 78.7 1.63 154 1.1 847 "Strength" 31.7 1.8 "3" "2" 29.62
"658" 38 "Male" 68.7 1.92 150 1.31 1081 "Cardio" 29 3 "4" "2" 18.64
"659" 43 "Female" 53.1 1.59 136 0.82 502 "Strength" 29.5 2.5 "2" "1" 21
"660" 42 "Male" 64.8 1.65 166 1.1 904 "Cardio" 24.4 2.8 "3" "2" 23.8
"661" 39 "Female" 50.3 1.61 128 1.17 749 "HIIT" 32.8 2.5 "2" "1" 19.41
"662" 44 "Male" 102.3 1.63 129 1.34 856 "Yoga" 20.9 2.6 "4" "2" 38.5
"663" 30 "Male" 62.9 1.92 127 1.13 789 "HIIT" 25.2 3.6 "2" "1" 17.06
"664" 50 "Female" 56.5 1.6 140 1.88 1184 "Yoga" 19.2 2.7 "5" "3" 22.07
"665" 51 "Female" 74.6 1.55 132 0.71 422 "Cardio" 33.3 2.1 "2" "1" 31.05
"666" 58 "Male" 52 1.79 169 1.12 937 "HIIT" 29.6 3 "3" "1" 16.23
"667" 52 "Female" 52.1 1.67 124 1.5 837 "Yoga" 32 1.5 "2" "1" 18.68
"668" 18 "Female" 72.2 1.54 125 0.97 606 "Strength" 27.1 1.7 "2" "1" 30.44
"669" 38 "Male" 85.8 1.8 149 1.72 1410 "Cardio" 10.1 3.5 "4" "3" 26.48
"670" 23 "Male" 81.4 1.85 150 1.6 1320 "Cardio" 12.4 3.5 "4" "3" 23.78
"671" 45 "Female" 50.9 1.65 136 1.45 887 "Strength" 30.1 2.3 "2" "1" 18.7
"672" 34 "Male" 52 1.78 130 1.38 987 "Strength" 22.4 2.7 "4" "2" 16.41
"673" 22 "Male" 71 1.93 139 1.42 1086 "Yoga" 21.2 2.9 "4" "2" 19.06
"674" 48 "Male" 80.6 1.77 167 1.51 1248 "Cardio" 12.9 3.5 "4" "3" 25.73
"675" 22 "Female" 58.3 1.72 128 1 640 "Yoga" 32.6 1.6 "3" "2" 19.71
"676" 55 "Female" 63 1.7 121 1.32 719 "Strength" 34.9 2.5 "3" "1" 21.8
"677" 20 "Male" 111 1.94 156 1.02 875 "Cardio" 27.6 3.3 "4" "2" 29.49
"678" 40 "Female" 52.6 1.66 120 1.27 762 "Strength" 32.9 1.7 "3" "2" 19.09
"679" 54 "Male" 116.4 2 123 1.13 688 "Yoga" 26.2 3.1 "3" "1" 29.1
"680" 54 "Female" 75.6 1.61 155 1.41 983 "Yoga" 34.9 2.5 "4" "2" 29.17
"681" 27 "Male" 61.6 1.8 144 1.48 1172 "Yoga" 26.4 3.1 "2" "1" 19.01
"682" 27 "Male" 108 1.8 122 1.38 926 "Cardio" 28.6 2.5 "4" "2" 33.33
"683" 36 "Female" 59.3 1.75 128 0.99 634 "Strength" 34.5 2.3 "3" "1" 19.36
"684" 34 "Male" 75.7 1.94 141 1.18 915 "Strength" 29.3 2.4 "4" "2" 20.11
"685" 38 "Female" 56.3 1.6 142 1.21 859 "Yoga" 28.8 1.9 "4" "2" 21.99
"686" 31 "Female" 58.2 1.73 131 1.17 766 "Yoga" 25.8 1.8 "3" "2" 19.45
"687" 26 "Male" 55.7 1.68 129 1.13 802 "Yoga" 21.7 2.9 "3" "1" 19.73
"688" 18 "Male" 125.9 1.67 153 1.46 1229 "Yoga" 20.6 2.2 "3" "2" 45.14
"689" 30 "Female" 62.7 1.67 162 1.02 826 "HIIT" 26.1 2.6 "4" "2" 22.48
"690" 21 "Male" 86.6 1.86 129 1.37 972 "HIIT" 21.8 2.6 "3" "2" 25.03
"691" 18 "Male" 64.5 1.82 149 1.2 983 "HIIT" 23.4 2.4 "3" "2" 19.47
"692" 57 "Male" 76.6 1.86 141 1.14 796 "Yoga" 25.4 2.8 "4" "2" 22.14
"693" 49 "Male" 81.4 1.83 125 1.98 1225 "Yoga" 13.6 3.5 "5" "3" 24.31
"694" 51 "Male" 60.7 1.71 169 1.14 954 "Strength" 22.1 2.5 "2" "1" 20.76
"695" 45 "Female" 57.2 1.55 121 1.67 909 "Cardio" 18.4 2.7 "5" "3" 23.81
"696" 48 "Female" 73 1.59 149 1.19 798 "Strength" 32 2.1 "3" "2" 28.88
"697" 25 "Male" 123.8 1.99 121 1.13 752 "HIIT" 25.6 2.6 "3" "1" 31.26
"698" 56 "Male" 93.6 1.66 151 1.37 1024 "Strength" 29 2.2 "2" "1" 33.97
"699" 43 "Male" 76.8 1.92 161 1.24 988 "Yoga" 21.1 2.5 "3" "1" 20.83
"700" 51 "Female" 54.7 1.53 135 1.11 674 "HIIT" 26.8 2 "4" "2" 23.37
"701" 20 "Male" 92.3 1.94 131 1.14 821 "HIIT" 24.3 2.1 "3" "2" 24.52
"702" 29 "Female" 71.8 1.55 120 1.2 720 "Cardio" 26.3 2.4 "4" "2" 29.89
"703" 18 "Female" 66.9 1.57 127 1.07 679 "Cardio" 30.7 2.2 "3" "2" 27.14
"704" 22 "Female" 48.7 1.76 167 1.37 1144 "HIIT" 29 2.2 "4" "2" 15.72
"705" 47 "Male" 66.2 1.71 169 1.42 1188 "HIIT" 22.8 2.9 "3" "1" 22.64
"706" 47 "Female" 40 1.76 132 0.8 475 "Strength" 26.7 2.2 "3" "1" 12.91
"707" 34 "Male" 112.4 1.85 134 1.18 870 "HIIT" 23.4 3.6 "4" "2" 32.84
"708" 40 "Female" 70 1.55 163 0.85 693 "Yoga" 31.1 1.5 "3" "1" 29.14
"709" 32 "Male" 84 1.74 127 1.45 1013 "Strength" 25.8 2.1 "3" "1" 27.74
"710" 54 "Female" 43.8 1.65 129 1.29 749 "Yoga" 26.6 1.7 "4" "2" 16.09
"711" 38 "Male" 123.3 1.62 165 1.34 1216 "Yoga" 21.2 2.3 "4" "2" 46.98
"712" 31 "Female" 57.9 1.56 124 1.8 1116 "Yoga" 15.1 2.7 "5" "3" 23.79
"713" 19 "Male" 82.4 1.96 169 1.9 1766 "HIIT" 10.1 3.5 "5" "3" 21.45
"714" 28 "Male" 84.8 1.79 138 1.35 1025 "Cardio" 28.8 2.3 "4" "2" 26.47
"715" 56 "Male" 109.6 1.66 166 1.29 1060 "Cardio" 20.5 3.1 "3" "2" 39.77
"716" 55 "Male" 86.4 1.77 157 1 777 "Yoga" 27.3 2.8 "3" "2" 27.58
"717" 51 "Female" 63.9 1.8 130 1.07 626 "HIIT" 33.7 2.7 "4" "2" 19.72
"718" 55 "Female" 70.8 1.62 162 0.54 394 "Strength" 26 1.8 "3" "1" 26.98
"719" 51 "Male" 115.3 1.67 139 1.38 950 "Yoga" 24.4 2.5 "3" "2" 41.34
"720" 35 "Female" 55.3 1.56 139 1.71 1188 "Strength" 19.8 2.7 "5" "3" 22.72
"721" 47 "Male" 73.9 1.8 140 1.36 942 "Strength" 28.3 3.7 "3" "1" 22.81
"722" 32 "Male" 97.3 1.96 137 1.36 1025 "HIIT" 24.9 3.4 "3" "2" 25.33
"723" 44 "Female" 60.4 1.65 169 1.27 966 "HIIT" 32.6 2.1 "4" "2" 22.19
"724" 51 "Male" 49.3 1.61 129 1.36 868 "Cardio" 28.3 2.9 "2" "1" 19.02
"725" 55 "Male" 91.8 1.78 153 1.44 1091 "Cardio" 23.5 3.4 "3" "1" 28.97
"726" 50 "Female" 73.6 1.55 145 0.89 581 "HIIT" 33.9 2.1 "3" "1" 30.63
"727" 41 "Male" 47.1 1.78 149 1.26 929 "Yoga" 24.7 2.4 "3" "1" 14.87
"728" 32 "Male" 65.2 1.62 128 0.58 408 "Cardio" 25.3 3.4 "2" "1" 24.84
"729" 47 "Male" 87.2 1.64 165 2 1634 "Strength" 15 3.5 "4" "3" 32.42
"730" 59 "Male" 96.7 1.71 150 0.57 423 "Yoga" 28.4 2.9 "3" "1" 33.07
"731" 34 "Female" 46.9 1.61 161 1.02 821 "Strength" 28.6 1.7 "3" "2" 18.09
"732" 22 "Female" 72.1 1.62 123 1.38 849 "HIIT" 25.1 2.1 "3" "1" 27.47
"733" 46 "Female" 62.5 1.54 125 1.61 906 "Strength" 18.1 2.7 "4" "3" 26.35
"734" 21 "Male" 110.7 1.69 133 1.06 775 "Yoga" 27 2.7 "3" "1" 38.76
"735" 27 "Male" 102.6 1.83 123 1.41 954 "HIIT" 26.5 3.5 "3" "2" 30.64
"736" 34 "Female" 64.3 1.62 145 1.76 1276 "Yoga" 19.8 2.7 "5" "3" 24.5
"737" 27 "Male" 80.7 1.61 166 1.75 1598 "Strength" 14.3 3.5 "4" "3" 31.13
"738" 34 "Male" 115.3 1.81 167 1.36 1249 "Yoga" 24.5 2.2 "2" "1" 35.19
"739" 37 "Male" 87.8 1.69 158 1.81 1573 "HIIT" 10.3 3.5 "5" "3" 30.74
"740" 41 "Male" 74.3 1.61 136 1.06 714 "Strength" 24.8 3.5 "4" "2" 28.66
"741" 22 "Female" 78.5 1.7 138 1.36 938 "Strength" 31.9 2.1 "4" "2" 27.16
"742" 51 "Female" 77.3 1.58 168 0.97 733 "Cardio" 31.1 2 "2" "1" 30.96
"743" 23 "Female" 64.5 1.7 125 0.51 319 "Cardio" 30.4 1.7 "2" "1" 22.32
"744" 19 "Male" 72 1.94 148 1.17 952 "Yoga" 24.7 3.2 "3" "2" 19.13
"745" 30 "Female" 77.9 1.77 130 1.41 916 "Cardio" 27.9 2.6 "4" "2" 24.87
"746" 28 "Female" 69.6 1.58 135 1.49 1006 "Cardio" 27.8 2 "3" "2" 27.88
"747" 40 "Male" 68.9 1.99 149 1.16 951 "Cardio" 25 2.4 "4" "2" 17.4
"748" 33 "Male" 45.9 1.89 144 1.45 1148 "Cardio" 21.6 2.9 "3" "2" 12.85
"749" 48 "Female" 68.2 1.69 159 0.75 537 "HIIT" 28.4 2.5 "3" "1" 23.88
"750" 28 "Female" 79.6 1.59 130 1.49 968 "HIIT" 28.2 1.5 "3" "2" 31.49
"751" 33 "Female" 53.6 1.52 126 1.02 643 "Cardio" 30.9 2.3 "2" "1" 23.2
"752" 25 "Female" 57.7 1.58 145 1.36 986 "Yoga" 25.7 2.2 "3" "2" 23.11
"753" 21 "Male" 74.2 1.93 141 1.32 1024 "HIIT" 28.3 2.5 "3" "2" 19.92
"754" 57 "Female" 64.4 1.56 144 1.52 985 "Cardio" 17.8 2.7 "5" "3" 26.46
"755" 21 "Female" 54.9 1.78 138 0.55 380 "HIIT" 31.7 2 "2" "1" 17.33
"756" 42 "Male" 50.3 1.64 150 0.63 468 "Strength" 27 2.4 "3" "1" 18.7
"757" 20 "Female" 46.5 1.68 145 0.91 660 "HIIT" 27.9 2.4 "2" "1" 16.48
"758" 49 "Male" 57.8 1.99 161 0.93 741 "HIIT" 24.7 3.1 "3" "1" 14.6
"759" 20 "Male" 83 1.8 160 0.79 695 "Yoga" 29.6 2.9 "2" "1" 25.62
"760" 44 "Male" 82.5 1.79 155 1.51 1159 "HIIT" 13.8 3.5 "5" "3" 25.75
"761" 46 "Female" 66.5 1.73 142 1.11 709 "Yoga" 34.7 2 "3" "1" 22.22
"762" 49 "Female" 70.2 1.67 166 0.93 695 "Strength" 32.5 1.8 "3" "1" 25.17
"763" 36 "Male" 121.9 1.93 132 1.49 1082 "Cardio" 21.8 3.4 "3" "2" 32.73
"764" 38 "Female" 70.3 1.52 144 1.19 857 "Yoga" 25.6 2 "4" "2" 30.43
"765" 22 "Female" 40.3 1.56 121 1.45 877 "HIIT" 30.8 2.1 "4" "2" 16.56
"766" 35 "Male" 101.4 1.76 121 0.84 559 "HIIT" 23.6 2.9 "2" "1" 32.74
"767" 45 "Male" 79.2 1.95 135 1.47 982 "Yoga" 22.8 2.8 "3" "2" 20.83
"768" 59 "Female" 75.8 1.77 128 1.46 841 "Strength" 33.1 1.8 "3" "1" 24.19
"769" 39 "Male" 71.7 1.88 147 0.55 445 "Cardio" 23.7 2.2 "2" "1" 20.29
"770" 38 "Female" 57.7 1.56 132 1.64 1082 "HIIT" 16.6 2.7 "5" "3" 23.71
"771" 23 "Female" 47.4 1.6 154 0.76 585 "Strength" 33.5 1.6 "3" "1" 18.52
"772" 18 "Female" 57.2 1.75 160 1.29 1032 "Cardio" 33.5 2.4 "3" "2" 18.68
"773" 22 "Female" 44.8 1.72 132 1.48 977 "Cardio" 28.6 1.8 "4" "2" 15.14
"774" 58 "Male" 90.2 1.72 150 0.9 668 "HIIT" 28.3 2.1 "2" "1" 30.49
"775" 29 "Male" 84.9 1.72 140 1.79 1378 "Yoga" 14.3 3.5 "4" "3" 28.7
"776" 43 "Male" 95.7 1.77 151 1.08 807 "HIIT" 24.2 3.4 "3" "1" 30.55
"777" 51 "Male" 59 1.65 153 1.22 924 "HIIT" 20.7 2.3 "3" "2" 21.67
"778" 31 "Female" 60.5 1.77 127 1.72 1092 "HIIT" 15 2.7 "4" "3" 19.31
"779" 43 "Female" 53.8 1.72 160 1.03 742 "Strength" 30.2 2.3 "4" "2" 18.19
"780" 44 "Male" 86.6 1.97 167 1.66 1372 "Yoga" 11.7 3.5 "5" "3" 22.31
"781" 26 "Female" 72.8 1.67 121 1.37 829 "Strength" 35 1.9 "2" "1" 26.1
"782" 43 "Female" 66.3 1.77 157 1.48 1046 "HIIT" 32.7 1.7 "4" "2" 21.16
"783" 39 "Female" 56 1.6 151 0.89 672 "Yoga" 32.6 2 "2" "1" 21.87
"784" 47 "Male" 45.9 1.93 159 1.29 1015 "Cardio" 29.6 2 "3" "2" 12.32
"785" 34 "Male" 88 1.64 147 1.9 1536 "Yoga" 14.4 3.5 "4" "3" 32.72
"786" 43 "Male" 94 1.79 156 1.31 1012 "HIIT" 23.2 3.4 "2" "1" 29.34
"787" 53 "Female" 44.7 1.79 160 1.34 965 "Yoga" 26.7 2.1 "3" "2" 13.95
"788" 18 "Male" 63.2 1.63 120 0.66 436 "Cardio" 27.5 2.2 "3" "1" 23.79
"789" 25 "Male" 95.6 1.9 160 1.47 1294 "Cardio" 23.8 2.4 "4" "2" 26.48
"790" 52 "Male" 47.8 1.86 129 1.01 645 "Yoga" 24.7 2.8 "3" "2" 13.82
"791" 32 "Male" 85.3 1.64 123 1.77 1197 "Cardio" 13.2 3.5 "4" "3" 31.71
"792" 39 "Male" 59.7 1.83 154 1.35 1143 "Strength" 29.1 2.3 "4" "2" 17.83
"793" 31 "Male" 70.2 1.98 129 0.71 504 "Yoga" 24.2 2.5 "2" "1" 17.91
"794" 43 "Female" 72.7 1.8 166 0.79 590 "Cardio" 32.8 2.1 "3" "1" 22.44
"795" 45 "Female" 50.4 1.79 130 0.74 433 "Cardio" 27.7 2.5 "2" "1" 15.73
